estado,codigo_municipio,municipio,candidato,partido
AMAZONAS,1,ATURES,YOLANDA LAROSA,Plataforma
AMAZONAS,1,ATURES,JOSÉ ARIANNA,UNTC
ANZOÁTEGUI,3,BOLÍVAR,CARLOS MICHELANGELI,AD
ANZOÁTEGUI,3,BOLÍVAR,RICHARD ARTEAGA,MPJ
ANZOÁTEGUI,3,BOLÍVAR,YERMIS R ALEN P,SI
ANZOÁTEGUI,3,BOLÍVAR,CESAR RODRÍGUEZ,VPA
ANZOÁTEGUI,1,ANACO,ANA MARTINEZ,ABP
ANZOÁTEGUI,1,ANACO,LUIS GUEVARA MARRON,AD
ANZOÁTEGUI,1,ANACO,RAMON RUIZ,BR
ANZOÁTEGUI,1,ANACO,JACINTO ROMERO LUNA,MPJ
ANZOÁTEGUI,1,ANACO,MARCO AURELIO Q,TISON
ANZOÁTEGUI,1,ANACO,NELSON R. LOZADA,VPA
ANZOÁTEGUI,2,ARAGUA,DIOGENES CUPARE,AD
ANZOÁTEGUI,2,ARAGUA,ESNIDEL PERALES,VPA
ANZOÁTEGUI,4,BRUZUAL,FRANCISCA ROJAS,AD
ANZOÁTEGUI,4,BRUZUAL,VANESA DE GARCIA,DR
ANZOÁTEGUI,4,BRUZUAL,EMILIO GUZMAN,MPJ
ANZOÁTEGUI,4,BRUZUAL,MANUEL CASTELLANO,PRVZL
ANZOÁTEGUI,5,CAJIGAL,CARLOS PORTILLO,COPEI
ANZOÁTEGUI,5,CAJIGAL,BENIGNO TOVAR,MPJ
ANZOÁTEGUI,18,CARVAJAL,JUAN CARLOS GARCIA,Iniciativa Propia
ANZOÁTEGUI,18,CARVAJAL,OCTAVIO  ROMERO,MPJ
ANZOÁTEGUI,18,CARVAJAL,LUISBELTRAN DIAZ,PRVZL
ANZOÁTEGUI,18,CARVAJAL,RENE RIVAS TOMAS,UNTC
ANZOÁTEGUI,14,GUANIPA,MICHAEL SILVERA,Iniciativa Propia
ANZOÁTEGUI,14,GUANIPA,JOSÉ FELIX CONES,PODEMOS
ANZOÁTEGUI,14,GUANIPA,DOMINGOBRITO,UNTC
ANZOÁTEGUI,14,GUANIPA,MARIA ANTONIA NUÑEZ,VPA
ANZOÁTEGUI,15,GUANTA,LUIS GIL,ABP
ANZOÁTEGUI,15,GUANTA,LUIS CARDOZO,UNTC
ANZOÁTEGUI,15,GUANTA,ISRRAEL CARABALLO,VPA
ANZOÁTEGUI,7,INDEPENDENCIA,FRANKLINBAEZ,ABP
ANZOÁTEGUI,7,INDEPENDENCIA,CARLOS SALAZAR,MPJ
ANZOÁTEGUI,7,INDEPENDENCIA,ALBERTO MIRABAL,PPT
ANZOÁTEGUI,7,INDEPENDENCIA,HUMBERTOBELLO,UNTC
ANZOÁTEGUI,17,DIEGO BAUTISTA URBANEJA,OLGA MOREY,Iniciativa Propia
ANZOÁTEGUI,17,DIEGO BAUTISTA URBANEJA,PABLO MAZA,ABP
ANZOÁTEGUI,17,DIEGO BAUTISTA URBANEJA,SERGIO PADRON,AD
ANZOÁTEGUI,17,DIEGO BAUTISTA URBANEJA,MARIA EUGENIA AÑEZ,GE
ANZOÁTEGUI,17,DIEGO BAUTISTA URBANEJA,GUSTAVO MARCANO,MPJ
ANZOÁTEGUI,17,DIEGO BAUTISTA URBANEJA,ARMANDO ARMAS,VPA
ANZOÁTEGUI,8,LIBERTAD,DOMINGO JOSÉ TORRES,ABP
ANZOÁTEGUI,8,LIBERTAD,JUAN CARLOS GUILLENT,AD
ANZOÁTEGUI,8,LIBERTAD,JOSÉ GREGORIO,MPJ
ANZOÁTEGUI,20,MCGREGOR,LUIS JOSÉ VALOR,ABP
ANZOÁTEGUI,20,MCGREGOR,ODOCAR RAMOS,AD
ANZOÁTEGUI,16,PÍRITU,JOSÉ RAULBRASICOTT,MPJ
ANZOÁTEGUI,16,PÍRITU,FRANKLIN MENDEZ,UNTC
ANZOÁTEGUI,16,PÍRITU,FABIO JOSÉ CANACHE,VPA
ANZOÁTEGUI,12,SIMÓN RODRÍGUEZ,JORGE MARQUEZ,COPEI
ANZOÁTEGUI,12,SIMÓN RODRÍGUEZ,YULEN RODRÍGUEZ,MIN UNIDAD
ANZOÁTEGUI,12,SIMÓN RODRÍGUEZ,JOSÉBRITO,PODEMOS
ANZOÁTEGUI,2,SIMÓN RODRÍGUEZ,MANUEL ANGULO,UNTC
ANZOÁTEGUI,21,SAN JUAN DE CAPISTRANO,EURO FLORES,AD
ANZOÁTEGUI,21,SAN JUAN DE CAPISTRANO,CARLOS GUEVARA,MPJ
ANZOÁTEGUI,21,SAN JUAN DE CAPISTRANO,RUBEN FIGUERA,VPA
APURE,6,SAN FERNANDO,EFRAIN YADALA,AD
APURE,6,SAN FERNANDO,ROMMER MONTEZUMA,FC
APURE,6,SAN FERNANDO,TULIO PEREZ,PRVZL
APURE,1,ACHAGUAS,CORNELIO V DIAZ L,AD
APURE,1,ACHAGUAS,JOSÉ G. SANTANA,FC
APURE,1,ACHAGUAS,ANA G. PÉREZ,PODEMOS
APURE,1,ACHAGUAS,CARLOS ANDRÉS M.,UNTC
APURE,2,MUÑOZ,ÁNGEL MARÍN,AD
APURE,2,MUÑOZ,OSCAR SALAZAR,FC
APURE,3,PÁEZ,ALEXANDER QUINTERO,AD
APURE,3,PÁEZ,MIGUEL RAMIREZ,BR
APURE,3,PÁEZ,NICOLÁS CASTILLO,MR
APURE,3,PÁEZ,WILIAN SANTOS,PODEMOS
APURE,3,PÁEZ,LUMAYBARRETO,VP
APURE,4,PEDRO CAMEJO,SIMÓN DIAZ,COPEI
APURE,4,PEDRO CAMEJO,JOSÉ G.BLANCO,FC
APURE,5,RÓMULO GALLEGOS,ALEXANDER  MATUTE,AD
APURE,5,RÓMULO GALLEGOS,JOSÉBIGOTT,FC
APURE,5,RÓMULO GALLEGOS,VICTOR ALTUNA,VP
ARAGUA,1,GIRARDOT,RAMON RENGIFO,ABP
ARAGUA,1,GIRARDOT,ANGEL SARMIENTO,AD
ARAGUA,1,GIRARDOT,FREDDY SOLORZANO,DSM
ARAGUA,1,GIRARDOT,LUIS CARLOS SOLORZANO,MOVEV
ARAGUA,1,GIRARDOT,TONNY REAL,PODEMOS
ARAGUA,1,GIRARDOT,ZULEIMA SISO,PRVZL
ARAGUA,1,GIRARDOT,BLANCA ANGARITA,VP
ARAGUA,11,BOLÍVAR,ANDREINA FEBLES,ABP
ARAGUA,11,BOLÍVAR,JORGE MEDINA,PODEMOS
ARAGUA,11,BOLÍVAR,ARCIDES GONZALEZ,UNTC
ARAGUA,15,CAMATAGUA,JAIME TORRES,Iniciativa Propia
ARAGUA,15,CAMATAGUA,RAFAEL CASTILLO,AD
ARAGUA,5,CAMATAGUA,DANIEL NUÑEZ,MPJ
ARAGUA,10,JOSÉ ANGEL LAMAS,ANIBAL LOZADA ARANA,Iniciativa Propia
ARAGUA,10,JOSÉ ANGEL LAMAS,NANCY LOPEZ,COPEI
ARAGUA,10,JOSÉ ANGEL LAMAS,JOSÉ CONCEPCION,MPJ
ARAGUA,10,JOSÉ ANGEL LAMAS,MOISESBECERRA,PRVZL
ARAGUA,10,JOSÉ ANGEL LAMAS,LUIS ALBORNOZ,VP
ARAGUA,3,JOSÉ FELIX RIBAS,YAKSON PERDOMO,ABP
ARAGUA,3,JOSÉ FELIX RIBAS,NAYARI GAMBOA,AD
ARAGUA,3,JOSÉ FELIX RIBAS,ARMANDO PADRON,BR
ARAGUA,3,JOSÉ FELIX RIBAS,ISMAEL IMPELLIZZIERI,MIN UNIDAD
ARAGUA,3,JOSÉ FELIX RIBAS,DEXI PLAZA,MR
ARAGUA,3,JOSÉ FELIX RIBAS,LUISBLANCO,PODEMOS
ARAGUA,3,JOSÉ FELIX RIBAS,OSWALDO ACUÑA,PRVZL
ARAGUA,3,JOSÉ FELIX RIBAS,JESUSBRITO,VP
ARAGUA,16,JOSÉ RAFAEL REVENGA,LIBIS ANTONIOBASABE,ABP
ARAGUA,16,JOSÉ RAFAEL REVENGA,JUAN VIERA,CUENTAS CLARAS
ARAGUA,16,JOSÉ RAFAEL REVENGA,RAFAEL GONZALEZ,PPT
ARAGUA,16,JOSÉ RAFAEL REVENGA,MIGUEL GALLEGOS,UNTC
ARAGUA,9,LIBERTADOR,JOSÉ MOLINA,AD
ARAGUA,9,LIBERTADOR,GUSTAVO PEREIRA,EL
ARAGUA,9,LIBERTADOR,WILLIAM SANCHEZ,MOVEV
ARAGUA,9,LIBERTADOR,ENZO CALERO,MPJ
ARAGUA,9,LIBERTADOR,GONZALO DIAZ,MR
ARAGUA,9,LIBERTADOR,RICHARD GRANADILLO,PODEMOS
ARAGUA,13,MARIO BRICEÑO IRAGORRY,FRAY NAVAS,Iniciativa Propia
ARAGUA,13,MARIO BRICEÑO IRAGORRY,JOSÉ F. CASTILLO M.,ABP
ARAGUA,13,MARIO BRICEÑO IRAGORRY,HERNAN GONZALEZ,AD
ARAGUA,13,MARIO BRICEÑO IRAGORRY,CARLOS JAVIER VELARDE,COPEI
ARAGUA,13,MARIO BRICEÑO IRAGORRY,DAVID ORTIZ,CUENTAS CLARAS
ARAGUA,13,MARIO BRICEÑO IRAGORRY,HOMERO RAUSEO LUGO,MIN UNIDAD
ARAGUA,13,MARIO BRICEÑO IRAGORRY,CESAR CASTILLO,ML
ARAGUA,13,MARIO BRICEÑO IRAGORRY,ALEJANDRO GONZALEZ,MPJ
ARAGUA,13,MARIO BRICEÑO IRAGORRY,ARTURO MALDONADO,UNTC
ARAGUA,13,MARIO BRICEÑO IRAGORRY,DELSON GUARATE,VP
ARAGUA,4,SAN CASIMIRO,LUIS RODRÍGUEZ,COPEI
ARAGUA,4,SAN CASIMIRO,JOSÉ SACRAMENTO,PODEMOS
ARAGUA,4,SAN CASIMIRO,WISTON JASPE CASTRO,UNTC
ARAGUA,6,SAN SEBASTIÁN,OSWALDO LEON,Iniciativa Propia
ARAGUA,6,SAN SEBASTIÁN,OCTAVIO MARTINEZ,AD
ARAGUA,6,SAN SEBASTIÁN,CARLOS MIRANDA,PPT
ARAGUA,6,SAN SEBASTIÁN,JESUS OYER,VP
ARAGUA,2,SANTIAGO MARIÑO,EDIVENBARBOZA,DR
ARAGUA,2,SANTIAGO MARIÑO,ADRIANA LINARES,MIN UNIDAD
ARAGUA,2,SANTIAGO MARIÑO,VICTORBARRIOS,MPJ
ARAGUA,2,SANTIAGO MARIÑO,CARLOS ESTANGA,MR
ARAGUA,2,SANTIAGO MARIÑO,JORGEBECERRA,PRVZL
ARAGUA,2,SANTIAGO MARIÑO,JESUS CASTILLO,UNTC
ARAGUA,2,SANTIAGO MARIÑO,JAVIER ALVAREZ,VP
ARAGUA,12,SANTOS MICHELENA,BENEDETTO SANTORO,MR
ARAGUA,12,SANTOS MICHELENA,REINALDO LORCA,PODEMOS
ARAGUA,12,SANTOS MICHELENA,LUIS COLMENARES,UNTC
ARAGUA,6,SUCRE,LUIS ZAMBRANO,COPEI
ARAGUA,6,SUCRE,LUIS FREITEZ,MIN UNIDAD
ARAGUA,6,SUCRE,INMER PUERTA,ML
ARAGUA,6,SUCRE,WLADIMIR LATOZEFSKY,MPJ
ARAGUA,6,SUCRE,ARISTIDES MONAGAS,PPT
ARAGUA,6,SUCRE,LUIS RAFAEL SALAS,PRVZL
ARAGUA,14,TOVAR,RAUL ELIAS ALVIS,COPEI
ARAGUA,14,TOVAR,MARIANGELES AZUAJE,MPJ
ARAGUA,7,RAFAEL URDANETA,SOTERO GONZALEZ,AD
ARAGUA,7,RAFAEL URDANETA,ROSA TERAN,COPEI
ARAGUA,7,RAFAEL URDANETA,FEDERMAN PERDOMO,MPJ
ARAGUA,8,EZEQUIEL ZAMORA,ALEXANDER RAMIREZ,ABP
ARAGUA,8,EZEQUIEL ZAMORA,RÓMULO LEAL,AD
ARAGUA,8,EZEQUIEL ZAMORA,JOSÉ CONTRERA,MPJ
ARAGUA,8,EZEQUIEL ZAMORA,VICTOR SILVA,PODEMOS
ARAGUA,8,EZEQUIEL ZAMORA,JUAN RODRÍGUEZ,U.R.D.
ARAGUA,8,EZEQUIEL ZAMORA,JORGE RODRÍGUEZ,VP
ARAGUA,17,FRANCISCO LINARES ALCÁNTARA,FRANKLIN GAVIDIA,MPJ
ARAGUA,17,FRANCISCO LINARES ALCÁNTARA,HUGO PEÑA,PODEMOS
ARAGUA,17,FRANCISCO LINARES ALCÁNTARA,JULIO RONDON,UNTC
ARAGUA,18,OCUMARE DE LA COSTA,VIRGILIO VASQUEZ,Iniciativa Propia
ARAGUA,18,OCUMARE DE LA COSTA,RICARDO OSTA,Iniciativa Propia
ARAGUA,18,OCUMARE DE LA COSTA,ROBERTO MADERO,COPEI
ARAGUA,18,OCUMARE DE LA COSTA,ALONZO PACHECO,MPJ
ARAGUA,18,OCUMARE DE LA COSTA,FELIX REQUENA,MR
ARAGUA,18,OCUMARE DE LA COSTA,ANGEL YSLA,PRVZL
ARAGUA,18,OCUMARE DE LA COSTA,ENRIQUE LANDAETA,VP
BARINAS,2,BARINAS,FERNANDO MONSALVE,COPEI
BARINAS,2,BARINAS,MACHIN MACHIN,MAS
BARINAS,2,BARINAS,JIOMAR DURANTT,PL
BARINAS,2,BARINAS,LORENZO SATURNO,PODEMOS
BARINAS,2,BARINAS,FREDDY SUPERLANO,VP
BARINAS,10,ANTONIO JOSÉ DE SUCRE,HAYEL DARWICHE,AD
BARINAS,10,ANTONIO JOSÉ DE SUCRE,CARLOS MOHAMED,MPJ
BARINAS,10,ANTONIO JOSÉ DE SUCRE,RONALD AGUILAR,UNTC
BARINAS,10,ANTONIO JOSÉ DE SUCRE,TRINO HURTADO,VP
BARINAS,9,ALBERTO ARVELO,DOMINGA DE LOPEZ,AD
BARINAS,9,ALBERTO ARVELO,ANGEL DORANTE,COPEI
BARINAS,9,ALBERTO ARVELO,VICTOR FERNANDEZ,PODEMOS
BARINAS,9,ALBERTO ARVELO,ORLANDO AVANCINIS,UNTC
BARINAS,12,ANDRÉS ELOY BLANCO,MARCO GARCÍA,COPEI
BARINAS,12,ANDRÉS ELOY BLANCO,EDUARDO MORAN,UNTC
BARINAS,12,ANDRÉS ELOY BLANCO,JACKSONBARBOZA,VP
BARINAS,1,ARISMENDI,JOSÉ MICHELENA,AD
BARINAS,1,ARISMENDI,CECILIO CORTEZ,PPT
BARINAS,1,ARISMENDI,JOSÉ RODRÍGUEZ,UNTC
BARINAS,1,ARISMENDI,JOSÉBARRIOS,VP
BARINAS,3,BOLÍVAR,RAMON VALERO,Iniciativa Propia
BARINAS,3,BOLÍVAR,ADOLFO SUPERLANO,AD
BARINAS,3,BOLÍVAR,NESTORBASTIDAS,AD
BARINAS,11,CRUZ PAREDES,MARITZA DE RODRÍGUEZ,AD
BARINAS,11,CRUZ PAREDES,RAMON ROJAS,COPEI
BARINAS,11,CRUZ PAREDES,PEDRO GUEDEZ,UNTC
BARINAS,11,CRUZ PAREDES,RAMON FERNÁNDEZ,VP
BARINAS,4,EZEQUIEL ZAMORA,SINFORIANO PEREZ,AD
BARINAS,4,EZEQUIEL ZAMORA,ANTONIO RODRÍGUEZ,COPEI
BARINAS,4,EZEQUIEL ZAMORA,JESÚS MORENO,UNTC
BARINAS,4,EZEQUIEL ZAMORA,JESÚS GARCÍA,VP
BARINAS,5,OBISPOS,RODRIGO SALAS,AD
BARINAS,5,OBISPOS,VICENTE TRIBIÑO,COPEI
BARINAS,6,PEDRAZA,FRENCHY DÍAZ,FRUTOS
BARINAS,6,PEDRAZA,SERGIO ESPINOZA,UNTC
BARINAS,7,ROJAS,JOSÉ SILVA,ABP
BARINAS,7,ROJAS,ELIDA MONSALVE,AD
BARINAS,7,ROJAS,CARLOS URQUIOLA,COPEI
BARINAS,7,ROJAS,JUANA ZAMUDIO,MPJ
BARINAS,7,ROJAS,CRUZ RODRÍGUEZ,PODEMOS
BARINAS,8,SOSA,LINCONL PEREZ,AD
BARINAS,8,SOSA,YONNY ROA,COPEI
BOLÍVAR,1,ANGOSTURA,GILBERTO VILLARROEL,PPT
BOLÍVAR,1,ANGOSTURA,ÁNGEL DEVERA,UNTC
BOLÍVAR,5,CORONÍ,ANDRÉS RODRÍGUEZ,Iniciativa Propia
BOLÍVAR,5,CORONÍ,JOSÉ ZABALA,ABP
BOLÍVAR,5,CORONÍ,JOSÉ RÍOS,AD
BOLÍVAR,5,CORONÍ,LUIS MEDINA,CausaR
BOLÍVAR,5,CORONÍ,LUIS AGUILAR,COPEI
BOLÍVAR,5,CORONÍ,FERNANDO SERRANO,ELECT.DEBÓLIVAR
BOLÍVAR,5,CORONÍ,CARLOS VILLASANA,MIniciativa Propia100
BOLÍVAR,5,CORONÍ,LUZ MARIA ALVAREZ,MIN UNIDAD
BOLÍVAR,5,CORONÍ,WILSON CASTRO,MPJ
BOLÍVAR,5,CORONÍ,DOUGLAS LAGO,MR
BOLÍVAR,5,CORONÍ,JOSÉ VALOR,MVC
BOLÍVAR,5,CORONÍ,FÉLIX ISTÚRIZ,UNTC
BOLÍVAR,5,CORONÍ,FRANCISCO SUCRE,VP
BOLÍVAR,6,CEDEÑO,MANUEL RODRÍGUEZ,Iniciativa Propia
BOLÍVAR,6,CEDEÑO,ARELIS GUAPES,ABP
BOLÍVAR,6,CEDEÑO,ARGENIS GUERRA,AD
BOLÍVAR,6,CEDEÑO,CARLOS NIEVES,MPJ
BOLÍVAR,6,CEDEÑO,JORGE PRIETO,UNTC
BOLÍVAR,2,GRAN SABANA,SANTO ROMERO,Iniciativa Propia
BOLÍVAR,2,GRAN SABANA,DAXI LUZARDO,AD
BOLÍVAR,2,GRAN SABANA,RONMER SALAS,COPEI
BOLÍVAR,2,GRAN SABANA,MIGUEL HERNANDEZ,ELECT.DEBÓLIVAR
BOLÍVAR,2,GRAN SABANA,SELMA CAMPOS,MPJ
BOLÍVAR,2,GRAN SABANA,RAMON LOPEZ,OPINA
BOLÍVAR,2,GRAN SABANA,JESUS SALVATORI,PPT
BOLÍVAR,2,GRAN SABANA,RICARDO DELGADO,SI
BOLÍVAR,2,GRAN SABANA,MARÍN CÉSAR,UNTC
BOLÍVAR,2,GRAN SABANA,LISBETH CASTRO,VP
BOLÍVAR,8,PIAR,JULIO MALAVÉ,AD
BOLÍVAR,8,PIAR,JOSÉ G. MARTÍNEZ,BR
BOLÍVAR,8,PIAR,VÍCTOR HUGO GARRIDO,CausaR
BOLÍVAR,8,PIAR,LUIS BRITO,COPEI
BOLÍVAR,8,PIAR,MARILU CEBALLOS,MIN UNIDAD
BOLÍVAR,8,PIAR,EMILIANO SILVEIRA,MPJ
BOLÍVAR,8,PIAR,RAFAEL RODRÍGUEZ,UNTC
BOLÍVAR,9,ROSCIO,WUILLIANS FRANCISCO,CausaR
BOLÍVAR,9,ROSCIO,MANUEL GONZÁLEZ,COPEI
BOLÍVAR,9,ROSCIO,FARAJHAN HALABI,MR
BOLÍVAR,10,SUCRE,PABLO TOMEDES,Iniciativa Propia
BOLÍVAR,10,SUCRE,RAMÓN MEDINA,AD
BOLÍVAR,10,SUCRE,JOSÉ MÁRQUEZ,CausaR
BOLÍVAR,10,SUCRE,CONSTANTINO AVILÉS,MR
BOLÍVAR,10,SUCRE,MIGUEL PIMENTEL,PPT
CARABOBO,1,BEJUMA,AURABEATRIZBEIZA,Iniciativa Propia
CARABOBO,1,BEJUMA,LUIS ALCARRA,Iniciativa Propia
CARABOBO,1,BEJUMA,IVON MARIELA CAMARAN,Iniciativa Propia
CARABOBO,1,BEJUMA,RICHARD GARCÍA,Iniciativa Propia
CARABOBO,1,BEJUMA,RODRÍGUEZ NUÑEZ,AD
CARABOBO,1,BEJUMA,JOSÉ MOYEJAS,COPEI
CARABOBO,1,BEJUMA,GENNARO CONCENTINO,MPJ
CARABOBO,1,BEJUMA,ELIZABETH CAPODACQUA,POR MI PUEBLO
CARABOBO,1,BEJUMA,LEONARDO CORONEL,UNTC
CARABOBO,4,GUACARA,MANUEL ROMAN,AD
CARABOBO,4,GUACARA,WILLIAMS GIL,CUENTAS CLARAS
CARABOBO,4,GUACARA,ALDANA ELIAS,MPJ
CARABOBO,4,GUACARA,ANGEL JIMENEZ,SEGUIMOS
CARABOBO,4,GUACARA,LUIS MAGALLANES,UNTC
CARABOBO,4,GUACARA,LUIS ANDREA,VPA
CARABOBO,14,LIBERTADOR,ADAN ACOSTA,AD
CARABOBO,14,LIBERTADOR,JESÚS HERNÁNDEZ,BR
CARABOBO,14,LIBERTADOR,TITO DE FREITAS,MPJ
CARABOBO,14,LIBERTADOR,JOB MUJICA,NOE
CARABOBO,14,LIBERTADOR,EDUARDO PINO,PRVZL
CARABOBO,14,LIBERTADOR,CARMEN S. ALCALA,SEGUIMOS
CARABOBO,14,LIBERTADOR,ERNESTO LOPEZ,UNTC
CARABOBO,11,LOS GUAYOS,ROSA PARACUTO,Iniciativa Propia
CARABOBO,11,LOS GUAYOS,WILLIAMS JORDAN,AD
CARABOBO,11,LOS GUAYOS,YURISHET CASTILLO T,MPJ
CARABOBO,11,LOS GUAYOS,DARWYN ROSALES,PRVZL
CARABOBO,11,LOS GUAYOS,JUAN CARLOS RIVERO,UNTC
COJEDES,6,SAN CARLOS,JOSÉ FELIPE MACHADO,Iniciativa Propia
COJEDES,6,SAN CARLOS,EDUARDO ROJAS,ABP
COJEDES,6,SAN CARLOS,ROBERTO ANDERY,AD
COJEDES,6,SAN CARLOS,JUAN NUÑEZ,COPEI
COJEDES,6,SAN CARLOS,RAMON MONCADA,MOVEV
COJEDES,6,SAN CARLOS,LUIS HERNANDEZ,UNTC
COJEDES,6,SAN CARLOS,CESAR VILORIA,VP
COJEDES,6,SAN CARLOS,ALEXANDER MIRELES,VPA
COJEDES,1,ANZOÁTEGUI,LUIS LINARES,AD
COJEDES,1,ANZOÁTEGUI,JOSÉ C. HERRERA,VP
COJEDES,2,FALCÓN,FERNANDO FEO,AD
COJEDES,2,FALCÓN,LILIBETH SANDOVAL E.,COPEI
COJEDES,2,FALCÓN,YRIAN APARICIO,MIN UNIDAD
COJEDES,2,FALCÓN,ARISTIDES VALDEZ,MOVEV
COJEDES,2,FALCÓN,ALFREDO MORALES,MPJ
COJEDES,2,FALCÓN,JUAN CARLOS VILLEGAS,PRVZL
COJEDES,2,FALCÓN,RENY ABREU,UNTC
COJEDES,2,FALCÓN,RICHARD CASTELLANOS,VPA
COJEDES,3,GIRARDOT,CLARENCIO RIOS,AD
COJEDES,3,GIRARDOT,MISAEL CALDERON,PODEMOS
COJEDES,3,GIRARDOT,HOSAM JAHJAH,VPA
COJEDES,8,LIMA BLANCO,MORAIMA MACHADO,AD
COJEDES,8,LIMA BLANCO,ORDAN VELOZ,MOVEV
COJEDES,8,LIMA BLANCO,ALBERTO MACHADO,VPA
COJEDES,4,PAO DE SAN JUAN BAUTISTA,ELIO SANDOVAL,AD
COJEDES,4,PAO DE SAN JUAN BAUTISTA,ALBERTO ZERPA,MPJ
COJEDES,4,PAO DE SAN JUAN BAUTISTA,ALEXIS  ALVARADO,UNTC
COJEDES,5,RICAURTE,VIOLETA MONTOYA,AD
COJEDES,5,RICAURTE,CANUTO GALINDEZ,COPEI
COJEDES,5,RICAURTE,WILLIAN HERRERA,UNPARVE
COJEDES,5,RICAURTE,JHONNATNAN PÁEZ,VP
COJEDES,9,RÓMULO GALLEGOS,ANA HERNANDEZ,AD
COJEDES,9,RÓMULO GALLEGOS,JULIO ZERPA,MPJ
COJEDES,9,RÓMULO GALLEGOS,ABRAHAN MARTIN,PRVZL
COJEDES,7,TINACO,ANTONIO PEÑA,ML
COJEDES,7,TINACO,PEDRO FIGUEREDO,MPJ
COJEDES,7,TINACO,WILFREDO FERNANDEZ,PODEMOS
COJEDES,7,TINACO,ACISCLO AULAR,UNPARVE
COJEDES,7,TINACO,DENISE MORALES,UNTC
