line,lat,long,county_name,position,income2011,income2000,stop_name,county,tract,tract_lookup
G,40.699985,-73.949895,Brooklyn,15,19595,18571,Flushing Ave.,47,50700,050700
G,40.705114,-73.950062,Brooklyn,16,29356,17083,Broadway,47,50900,050900
G,40.713744,-73.951455,Brooklyn,17,63339,30000,Metropolitan Ave.,47,51300,051300
G,40.723765,-73.950566,Brooklyn,18,65559,40143,Nassau Ave.,47,56900,056900
G,40.730122,-73.954049,Brooklyn,19,59943,30056,Greenpoint Ave.,47,57500,057500
G,40.744552,-73.948425,Queens,20,81731,37063,21 St.,81,1900,001900
G,40.747371,-73.944287,Queens,21,81731,37063,Court Square,81,1900,001900
J,40.706911,-74.010494,Manhattan,1,125124,81071,Broad St.,61,700,000700
J,40.711026,-74.00919,Manhattan,2,114412,81609,Fulton St.,61,1300,001300
J,40.714199,-74.003187,Manhattan,3,135573,67361,Chambers St.,61,3100,003100
J,40.717823,-74.000326,Manhattan,4,135573,67361,Canal St.,61,3100,003100
J,40.720291,-73.993411,Manhattan,5,42775,25747,Bowery,61,1800,001800
J,40.71841,-73.987181,Manhattan,6,29554,18984,Delancey St.-Essex St.,61,1402,001402
J,40.708788,-73.958826,Brooklyn,7,16139,12069,Marcy Ave.,47,52500,052500
J,40.707248,-73.954326,Brooklyn,8,35373,22680,Hewes St.,47,52700,052700
J,40.703454,-73.946536,Brooklyn,9,39226,24459,Lorimer St.,47,49100,049100
J,40.700847,-73.94171,Brooklyn,10,39226,24459,Flushing Ave.,47,49100,049100
J,40.696893,-73.935461,Brooklyn,11,23665,15714,Myrtle Ave.,47,28700,028700
J,40.692929,-73.92794,Brooklyn,12,50565,23456,Kosciuszko St.,47,39300,039300
J,40.690142,-73.923062,Brooklyn,13,35000,30993,Gates Ave.,47,39700,039700
J,40.685946,-73.915713,Brooklyn,14,31953,21029,Halsey St.,47,40100,040100
J,40.683417,-73.911242,Brooklyn,15,27301,26341,Chauncey St.,47,40300,040300
J,40.678334,-73.903922,Brooklyn,16,51691,20714,Broadway Junction,47,36700,036700
J,40.676803,-73.89951,Brooklyn,17,36812,21081,Alabama Ave.,47,119800,119800
J,40.677864,-73.891566,Brooklyn,18,36812,17750,Van Siclen Ave.,47,119800,119800
J,40.67953,-73.885716,Brooklyn,19,37634,18250,Cleveland St.,47,117000,117000
J,40.681643,-73.878984,Brooklyn,20,48556,33250,Norwood Ave.,47,117400,117400
J,40.683478,-73.872548,Brooklyn,21,43672,35625,Crescent St.,47,117800,117800
J,40.690142,-73.871633,Brooklyn,22,50643,21729,Cypress Hills,47,118201,118201
J,40.691285,-73.866425,Queens,23,60651,41845,75 St.-Elderts Ln.,81,400,000400
J,40.692381,-73.858975,Queens,24,56029,45694,85 St.-Forest Parkway,81,1000,001000
J,40.694077,-73.850476,Queens,25,55759,62813,Woodhaven Blvd.,81,2000,002000
J,40.695267,-73.843223,Queens,26,88304,42378,104 St.,81,2600,002600
J,40.696771,-73.837042,Queens,27,57316,44438,111 St.,81,12400,012400
J,40.70052,-73.829231,Queens,28,53861,40125,121 St.,81,14400,014400
J,40.700554,-73.807353,Queens,29,50417,40000,Sutphin Blvd.-Archer Ave.-J.F.K. Airport,81,20800,020800
J,40.701874,-73.801747,Queens,30,37184,31943,Jamaica Center-Parsons-Archer,81,24000,024000
L,40.73955,-74.002389,Manhattan,1,85859,68133,14 St.-8 Ave.,61,7700,007700
L,40.738678,-73.995632,Manhattan,2,150110,81696,14 St.-6 Ave.,61,5400,005400
L,40.735184,-73.989793,Manhattan,3,109637,71734,14 St.-Union Square,61,5000,005000
L,40.733122,-73.986548,Manhattan,4,90241,62229,3 Ave.,61,4800,004800
L,40.731397,-73.982112,Manhattan,5,88595,85483,1 Ave.,61,4400,004400
L,40.717821,-73.957568,Brooklyn,6,57969,34679,Bedford Ave.,47,55300,055300
L,40.713908,-73.949262,Brooklyn,7,66875,36042,Lorimer St.,47,50300,050300
L,40.714439,-73.94419,Brooklyn,8,67946,35990,Graham Ave.,47,49700,049700
L,40.711912,-73.940433,Brooklyn,9,59762,43750,Grand St.,47,48500,048500
L,40.707819,-73.939749,Brooklyn,10,23865,18479,Montrose Ave.,47,49300,049300
L,40.706073,-73.933633,Brooklyn,11,59762,35481,Morgan Ave.,47,48500,048500
L,40.707229,-73.923725,Brooklyn,12,52512,23250,Jefferson St.,47,44700,044700
L,40.704379,-73.919026,Brooklyn,13,40441,30417,DeKalb Ave.,47,44500,044500
L,40.699468,-73.910648,Brooklyn,14,37885,33925,Myrtle-Wyckoff Aves.,47,43900,043900
L,40.695201,-73.903764,Brooklyn,15,37885,,Halsey St.,47,43900,043900
L,40.688805,-73.904741,Brooklyn,16,32658,24048,Wilson Ave.,47,40900,040900
L,40.6823,-73.905149,Brooklyn,17,44213,33125,Bushwick Ave.-Aberdeen St.,47,40500,040500
L,40.678334,-73.903922,Brooklyn,18,51691,20714,Broadway Junction,47,36700,036700
L,40.67538,-73.902612,Brooklyn,19,26827,12583,Atlantic Ave.,47,114400,114400
L,40.668527,-73.901765,Brooklyn,20,12288,12899,Sutter Ave.,47,90800,090800
L,40.663749,-73.900482,Brooklyn,21,57500,20288,Livonia Ave.,47,113200,113200
L,40.659041,-73.899409,Brooklyn,22,30069,28125,New Lots Ave.,47,92000,092000
L,40.651278,-73.898862,Brooklyn,23,37688,33750,East 105 St.,47,109800,109800
L,40.645957,-73.901755,Brooklyn,24,57794,48707,Canarsie-Rockaway Parkway,47,97400,097400
M,40.712082,-73.88954,Queens,1,63617,42722,Middle Village-Metropolitan Ave.,81,61301,061301
M,40.706115,-73.895559,Queens,2,63617,42722,Fresh Pond Rd.,81,61301,061301
M,40.704729,-73.902243,Queens,3,45273,30078,Forest Ave.,81,58900,058900
M,40.70278,-73.907515,Queens,4,43271,30295,Seneca Ave.,81,54900,054900
M,40.699468,-73.910648,Brooklyn,5,37885,33925,Myrtle-Wyckoff Aves.,47,43900,043900
M,40.698717,-73.918655,Brooklyn,6,25020,20960,Knickerbocker Ave.,47,43100,043100
M,40.698033,-73.926371,Brooklyn,7,47868,20889,Central Ave.,47,42300,042300
M,40.696893,-73.935461,Brooklyn,8,23665,15714,Myrtle Ave.,47,28700,028700
M,40.700847,-73.94171,Brooklyn,9,39226,24459,Flushing Ave.,47,49100,049100
M,40.703454,-73.946536,Brooklyn,10,39226,24459,Lorimer St.,47,49100,049100
M,40.707248,-73.954326,Brooklyn,11,35373,22680,Hewes St.,47,52700,052700
M,40.708788,-73.958826,Brooklyn,12,16139,12069,Marcy Ave.,47,52500,052500
M,40.71841,-73.987181,Manhattan,13,29554,18984,Delancey St.-Essex St.,61,1402,001402
M,40.725499,-73.996387,Manhattan,14,116250,83497,Broadway-Lafayette St.,61,5502,005502
M,40.733259,-73.999615,Manhattan,15,114963,77355,West 4 St.-Wash Square,61,6300,006300
M,40.738678,-73.995632,Manhattan,16,150110,81696,14 St.-6 Ave.,61,5400,005400
M,40.742825,-73.992383,Manhattan,17,138750,68523,23 St.,61,5800,005800
M,40.749891,-73.987495,Manhattan,18,76659,41276,34 St.-Herald Square,61,7600,007600
M,40.754832,-73.983657,Manhattan,19,69250,60083,42 St.-Bryant Park,61,9600,009600
M,40.759953,-73.980117,Manhattan,20,71618,67500,47-50 Sts.-Rockefeller Center,61,10400,010400
M,40.760373,-73.975562,Manhattan,21,71618,67500,5 Ave.-53 St.,61,10400,010400
M,40.757636,-73.969623,Manhattan,22,98977,73906,Lexington Ave.-53 St.,61,10000,010000
M,40.747371,-73.944287,Queens,23,81731,37063,Court Square,81,1900,001900
M,40.748807,-73.937057,Queens,24,81731,37063,Queens Plaza,81,1900,001900
M,40.751868,-73.930585,Queens,25,55184,33819,36 St.,81,3100,003100
M,40.758279,-73.919433,Queens,26,36552,30903,Steinway St.,81,15700,015700
M,40.756868,-73.914303,Queens,27,57868,40665,46 St.,81,15300,015300
M,40.753428,-73.906847,Queens,28,68059,44231,Northern Blvd.,81,29500,029500
M,40.74933,-73.897382,Queens,29,58558,38438,65 St.,81,29300,029300
M,40.747238,-73.892146,Queens,30,53574,41639,Jackson Heights-Roosevelt Ave.,81,28900,028900
M,40.742937,-73.882708,Queens,31,42969,31733,Elmhurst Ave.,81,26902,026902
M,40.736277,-73.876424,Queens,32,55488,40604,Grand Ave.-Newtown,81,47300,047300
M,40.733555,-73.869588,Queens,33,53750,40205,Woodhaven Blvd.,81,68300,068300
M,40.730037,-73.861343,Queens,34,53667,39845,63 Dr.-Rego Park,81,71701,071701
M,40.727073,-73.853226,Queens,35,65886,46543,67 Ave.,81,71303,071303
M,40.721916,-73.844352,Queens,36,90286,55000,Forest Hills-71 Ave.,81,73900,073900
N,40.5769,-73.980846,Brooklyn,1,34984,25938,Coney Island-Stillwell Ave.,47,35000,035000
N,40.592724,-73.978227,Brooklyn,2,43929,26129,86 St.,47,38600,038600
N,40.596459,-73.978943,Brooklyn,3,40037,30559,Ave. U,47,40000,040000
N,40.603212,-73.980199,Brooklyn,4,38225,33850,Kings Highway,47,40800,040800
N,40.610572,-73.981613,Brooklyn,5,35918,28631,Bay Parkway,47,43200,043200
N,40.617341,-73.98484,Brooklyn,6,48080,34803,20 Ave.,47,25400,025400
N,40.621306,-73.991469,Brooklyn,7,48375,35086,18 Ave.,47,24800,024800
