StationName	LINE_ID	Line	Title	Color	stop_lon	stop_lat	ROUTE	TERMINUS	WkdyEntry
South Station	allRED10	Red Line	Red Line (main)	EF4036	-71.05527658	42.35261631	A - Ashmont  B - Braintree  C - Alewife	N	22632
Broadway	allRED11	Red Line	Red Line (main)	EF4036	-71.05717004	42.34258169	A - Ashmont  B - Braintree  C - Alewife	N	4200
Andrew	allRED12	Red Line	Red Line (main)	EF4036	-71.05697755	42.33011323	A - Ashmont  B - Braintree  C - Alewife	N	5586
JFK/UMass	allRED13	Red Line	Red Line (main)	EF4036	-71.05236077	42.32063651	A - Ashmont  B - Braintree  C - Alewife	N	7834
JFK/UMass	ARED01	Red Line	Red Line (Ashmont)	EF4036	-71.05236077	42.32063651	A - Ashmont  B - Braintree  C - Alewife	N	7834
Savin Hill	ARED02	Red Line	Red Line (Ashmont)	EF4036	-71.05364006	42.31074782	A - Ashmont  C - Alewife	N	1863
Fields Corner	ARED03	Red Line	Red Line (Ashmont)	EF4036	-71.06192392	42.30000162	A - Ashmont  C - Alewife	N	4152
Shawmut	ARED04	Red Line	Red Line (Ashmont)	EF4036	-71.06582889	42.29310745	A - Ashmont  C - Alewife	N	2241
Ashmont	ARED05	Red Line	Red Line (Ashmont)	EF4036	-71.06343014	42.28388355	A - Ashmont  C - Alewife	Y	8004
JFK/UMass	BRED01	Red Line	Red Line (Braintree)	EF4036	-71.05236077	42.32063651	A - Ashmont  B - Braintree  C - Alewife	N	7834
North Quincy	BRED02	Red Line	Red Line (Braintree)	EF4036	-71.03044264	42.27597638	B - Braintree  C - Alewife	N	7132
Wollaston	BRED03	Red Line	Red Line (Braintree)	EF4036	-71.02054284	42.26670977	B - Braintree  C - Alewife	N	4347
Quincy Center	BRED04	Red Line	Red Line (Braintree)	EF4036	-71.00564054	42.25208703	B - Braintree  C - Alewife	N	7913
Quincy Adams	BRED05	Red Line	Red Line (Braintree)	EF4036	-71.0069413	42.23329369	B - Braintree  C - Alewife	N	4383
Braintree	BRED06	Red Line	Red Line (Braintree)	EF4036	-71.00170254	42.20753726	B - Braintree  C - Alewife	Y	4387
Ashmont	MRED01	Red Line	Red Line (Mattapan)	EF4036	-71.06343014	42.28388355	A - Ashmont  C - Alewife	Y	8004
Cedar Grove	MRED02	Red Line	Red Line (Mattapan)	EF4036	-71.06031736	42.27953957	Mattapan Trolley	N	91
Butler	MRED03	Red Line	Red Line (Mattapan)	EF4036	-71.06246997	42.27241638	Mattapan Trolley	N	143
Milton	MRED04	Red Line	Red Line (Mattapan)	EF4036	-71.0672419	42.27032711	Mattapan Trolley	N	240
Central Avenue	MRED05	Red Line	Red Line (Mattapan)	EF4036	-71.07360914	42.26998517	Mattapan Trolley	N	521
Valley Road	MRED06	Red Line	Red Line (Mattapan)	EF4036	-71.08150365	42.26832589	Mattapan Trolley	N	44
Capen Street	MRED07	Red Line	Red Line (Mattapan)	EF4036	-71.08720482	42.26755306	Mattapan Trolley	N	58
Mattapan	MRED08	Red Line	Red Line (Mattapan)	EF4036	-71.09251236	42.26751188	Mattapan Trolley	Y	1504
South Station	1SILVER01	Silver Line	Silver Line (SL1)	99938C	-71.05527658	42.35261631	SL4	N	22632
Court House	1SILVER02	Silver Line	Silver Line (SL1)	99938C	-71.04688863	42.35238494	SL1 SL2	N	945
World Trade Center	1SILVER03	Silver Line	Silver Line (SL1)	99938C	-71.04262948	42.34834152	SL1 SL2	N	2338
Silver Line Way	1SILVER04	Silver Line	Silver Line (SL1)	99938C	-71.03803715	42.34696989	SL1 SL2	N	974
Airport Terminal A	1SILVER05	Silver Line	Silver Line (SL1)	99938C	-71.02115393	42.36472556	SL1	N
Airport Terminal B1	1SILVER06	Silver Line	Silver Line (SL1)	99938C	-71.01854354	42.36133965	SL1	N
Airport Terminal B2	1SILVER07	Silver Line	Silver Line (SL1)	99938C	-71.01836771	42.36307521	SL1	N	2626
Airport Terminal C	1SILVER08	Silver Line	Silver Line (SL1)	99938C	-71.01783244	42.3672363	SL1	N
Airport Terminal E	1SILVER09	Silver Line	Silver Line (SL1)	99938C	-71.02102932	42.36963804	SL1	Y
Silver Line Way	2SILVER03	Silver Line	Silver Line (SL2)	99938C	-71.03803715	42.34696989	SL1 SL2	N	974
306 Northern Avenue	2SILVER04	Silver Line	Silver Line (SL2)	99938C	-71.03635389	42.34760065	SL2	N
Northern Avenue at Harbor Street	2SILVER05	Silver Line	Silver Line (SL2)	99938C	-71.03511427	42.34658844	SL2	N
Northern Avenue at Tide Street	2SILVER06	Silver Line	Silver Line (SL2)	99938C	-71.03178183	42.3451035	SL2	N
21 Dry Dock Avenue	2SILVER07	Silver Line	Silver Line (SL2)	99938C	-71.03088789	42.34473717	SL2	N
25 Dry Dock Avenue	2SILVER08	Silver Line	Silver Line (SL2)	99938C	-71.02897872	42.3447645	SL2	N
88 Black Falcon	2SILVER09	Silver Line	Silver Line (SL2)	99938C	-71.02632574	42.34366165	SL2	N
Design Center	2SILVER10	Silver Line	Silver Line (SL2)	99938C	-71.03463737	42.34464719	SL2	N
South Station	4SILVER01	Silver Line	Silver Line (SL4)	99938C	-71.05527658	42.35261631	SL4	N	22632
Chinatown	4SILVER02	Silver Line	Silver Line (SL4)	99938C	-71.06256817	42.35241527	SL4 SL5
Dudley Square	5SILVER01	Silver Line	Silver Line (SL5)	99938C	-71.08371931	42.32970399	SL4 SL5	Y	3128
Melnea Cass Blvd	5SILVER02	Silver Line	Silver Line (SL5)	99938C	-71.0808019	42.33310537	SL4 SL5	N
Lenox Street	5SILVER03	Silver Line	Silver Line (SL5)	99938C	-71.07854227	42.33516666	SL4 SL5	N
Massachusetts Avenue	5SILVER04	Silver Line	Silver Line (SL5)	99938C	-71.077232	42.336378	SL4 SL5
Worcester Square	5SILVER05	Silver Line	Silver Line (SL5)	99938C	-71.07539891	42.33755503	SL4 SL5	N
Newton Street	5SILVER06	Silver Line	Silver Line (SL5)	99938C	-71.0738833	42.33875976	SL4 SL5	N
Union Park Street	5SILVER07	Silver Line	Silver Line (SL5)	99938C	-71.06961181	42.34137011	SL4 SL5	N
E. Berkeley Street	5SILVER08	Silver Line	Silver Line (SL5)	99938C	-71.06592637	42.34417549	SL4 SL5	N
Herald Street	5SILVER09	Silver Line	Silver Line (SL5)	99938C	-71.06471962	42.34641169	SL4 SL5	N
Tufts Medical Center	5SILVER10	Silver Line	Silver Line (SL5)	99938C	-71.06428155	42.34908001	SL4 SL5	N
Chinatown	5SILVER11	Silver Line	Silver Line (SL5)	99938C	-71.06256817	42.35241527	SL4 SL5
Downtown Crossing	5SILVER12	Silver Line	Silver Line (SL5)	99938C	-71.0605121	42.35543398	SL4 SL5	N	22880
Boylston	5SILVER13	Silver Line	Silver Line (SL5)	99938C	-71.06460214	42.35302132	SL4 SL5	N	7618
Tufts Medical Center	5SILVER14	Silver Line	Silver Line (SL5)	99938C	-71.06428155	42.34908001	SL4 SL5	N
