type,lat,lon,address,city,state,zip
MC,39.561128,-95.123143,118 S 8TH,ATCHISON,KS,66002-2743
MC,39.713086,-94.872776,6018 LAKE AVE,ST. JOSEPH,MO,64506
MC,39.285925,-94.904437,3121 SOUTH 4TH ST. TRAFFICWAY,LEAVENWORTH,KS,66048-5005
MC,39.734198,-94.80056,3417 S BELT HWY,ST. JOSEPH,MO,64506
MC,39.725089,-94.789876,4219 S 169 HWY,ST. JOSEPH,MO,64503
MC,39.771307,-94.8031,3504 N BELT HWY,ST. JOSEPH,MO,64506
MC,39.754076,-94.768806,1310 S RIVERSIDE,ST. JOSEPH,MO,64507
MC,39.354102,-94.765288,2001 PRAIRIE VIEW RD,PLATTE CITY,MO,64079
MC,39.80192,-94.816156,601 N BELT HWY,ST. JOSEPH,MO,64506
MC,39.842535,-95.526639,1001 SOUTH FIRST STREET,HIAWATHA,KS,66434
MC,39.361963,-94.583306,1515 S 169 HWY,SMITHVILLE,MO,64089
MC,38.782834,-95.1858,522 AMES (STO),BALDWIN CITY,KS,66006
MC,38.924983,-95.261278,3241 IOWA,LAWRENCE,KS,66047
MC,38.942411,-95.245016,901 WEST 23RD STREET,LAWRENCE,KS,66046
MC,38.97268,-95.250362,1309 W 6TH ST,LAWRENCE,KS,66044-2220
MC,38.970916,-95.307647,4911 W 6TH ST,LAWRENCE,KS,66044
MC,38.580294,-95.268654,2214 PRINCETON CIRCLE DR,OTTAWA,KS,66067-4025
MC,39.019104,-95.13681,I-70 MILEMARKER 209,LAWRENCE,KS,66046
MC,38.813032,-94.889786,26240 W 174TH ST,GARDNER,KS,66030
MC,38.961939,-94.981982,34225 COMMERCE DR,DESOTO,KS,66018
MC,38.857762,-94.815065,1600 S. HAMILTON CIRCLE,OLATHE,KS,66061-5379
MC,38.883212,-94.835277,199 N PARKER ST,OLATHE,KS,66061-3139
MC,38.854292,-94.760599,15095 W 151ST ST,OLATHE,KS,66062
MC,38.884074,-94.780067,2200 E SANTE FE,OLATHE,KS,66062
MC,38.883968,-94.806449,618 SANTA FE ST,OLATHE,KS,66061
MC,38.909576,-94.772166,12091 STRANG LINE RD,OLATHE,KS,66062-5256
MC,38.88503,-94.723115,11850 W 135TH ST,OVERLAND PARK,KS,66210
MC,38.912265,-94.793657,17921 W 119TH ST,OLATHE,KS,66061
MC,39.00833,-94.844864,22315 W. 66TH STREET,SHAWNEE,KS,66226
MC,39.015591,-95.651006,2880 CALIFORNIA,TOPEKA,KS,66605-1713
MC,39.08674,-94.882395,606 S. 130TH,BONNER SPRINGS,KS,66012-9233
MC,38.971499,-94.772752,15920 W 87TH ST PKWY,LENEXA,KS,66219-9710
MC,38.570779,-94.857264,1610 E PEORIA,PAOLA,KS,66071
MC,39.0113,-95.688306,3117 S TOPEKA AVE,TOPEKA,KS,66611-2124
MC,38.998718,-95.693801,1301 SW 37TH ST (W*M #2131),TOPEKA,KS,66611
MC,39.00984,-94.774601,16210 W 65TH ST,SHAWNEE,KS,66217
MC,39.12807,-94.824552,10555 PARALLEL PARKWAY,KANSAS CITY,KS,66111
MC,39.116944,-94.754761,7530 STATE AVE,KANSAS CITY,KS,66112
MC,39.089112,-94.675966,4101 KANSAS AVE,KANSAS CITY,KS,66100
MC,39.116307,-94.672279,3725 STATE AVE.,KANSAS CITY,KS,66102-3830
MC,39.014115,-94.721995,11801 W 63RD ST,SHAWNEE,KS,66203-3337
MC,39.087276,-94.625401,605 SOUTH 7TH STREET,KANSAS CITY,KS,66105-2001
MC,39.052108,-94.680555,4427 SHAWNEE DR,KANSAS CITY,KS,66106
MC,38.971483,-94.74041,13330 W 87TH PKY,LENEXA,KS,66215-4536
MC,39.245598,-94.659765,6830 NW 83RD TER,KANSAS CITY,MO,64152
MC,39.115802,-94.630666,812 MINNESOTA,KANSAS CITY,KS,66101-2609
MC,38.992551,-94.713026,11005 W 75TH,SHAWNEE,KS,66214
MC,39.036038,-94.639317,5103 ROE AVE,ROELAND PARK,KS,66205
MC,39.02186,-94.663232,6767 JOHNSON DR,MISSION,KS,66202-2620
MC,38.955509,-94.730992,9501 WESTGATE ST.,LENEXA,KS,66215-1507
MC,38.99262,-94.695695,9405 W 75TH ST,OVERLAND PARK,KS,66204
MC,38.970839,-94.69776,9717 SANTA FE DR,OVERLAND PARK,KS,66212
MC,39.209964,-94.642091,5353 NW 64TH ST,KANSAS CITY,MO,64151-2452
MC,40.133504,-95.234095,809 STATE STREET,MOUND CITY,MO,64470
MC,37.921794,-95.40855,312 W MADISON,IOLA,KS,66749-3228
MC,37.813215,-94.705898,2224 S MAIN,FORT SCOTT,KS,66701-3024
MC,38.929631,-94.724216,11000 QUIVIRA RD,OVERLAND PARK,KS,66210-1290
MC,38.9426,-94.701631,10460 W 103RD ST,OVERLAND PARK,KS,66204
MC,38.620248,-94.691943,1409 W. AMITY,LOUISBURG,KS,66053
MC,38.855103,-94.679227,7926 W 151ST ST,OVERLAND PARK,KS,66223-2118
MC,38.884981,-94.686985,8750 W. 135TH ST.,OVERLAND PARK,KS,66223
MC,38.812905,-94.506855,1819 E NORTH AVE,BELTON,MO,64012-2128
MC,38.913816,-94.670142,7124 W 119TH ST,OVERLAND PARK,KS,66213-1116
MC,38.929624,-94.666442,10995 METCALF,OVERLAND PARK,KS,66210-2301
MC,38.913476,-94.639159,4600 W 119TH ST,LEAWOOD,KS,66209
MC,38.886104,-94.607369,13301 STATE LINE ROAD,KANSAS CITY,MO,64145
MC,38.812471,-94.474088,1120 W FOXWOOD DR,RAYMORE,MO,64083
MC,38.957066,-94.671914,9401 FO STER,OVERLAND PARK,KS,66212-2232
MC,38.942395,-94.607291,1300 WEST 103RD STREET,KANSAS CITY,MO,64114-4515
MC,38.921547,-94.584124,11290 HOLMES,KANSAS CITY,MO,64131
MC,38.899357,-94.532275,5100 HARRY TRUMAN DR,GRANDVIEW,MO,64030
MC,37.6668,-95.453803,101 N 14TH ST,CHANUTE,KS,66720
MC,39.26547,-94.576423,9551 N MCGEE STREET,KANSAS CITY,MO,64155
MC,39.246816,-94.582863,150 N W BARRY RD,KANSAS CITY,MO,64155
MC,39.20956,-94.576691,6300 N OAK TRAFFICWAY,GLADSTONE,MO,64118
MC,39.129988,-95.716446,3530 NW 46TH ST,TOPEKA,KS,66608
MC,38.256624,-94.351536,1007 FORT SCOTT ST,BUTLER,MO,64730-1206
MC,39.167392,-94.577147,4002 NORTH OAK TRAFFICWAY,KANSAS CITY,MO,64116-2609
MC,39.172803,-94.535856,4400 NE CHOUTEAU TRAFFICWAY,KANSAS CITY,MO,64117
MC,39.146268,-94.557002,2200 VERNON,NORTH KANSAS CITY,MO,64116-3252
MC,39.207438,-94.548064,6305 N. ANTIOCH ROAD,GLADSTONE,MO,64119
MC,39.200516,-94.499097,290 E 69 HWY,CLAYCOMO,MO,64119
MC,38.662588,-94.36609,2101 N. COMMERCIAL ST.,HARRISONVILLE,MO,64701-1248
MC,39.085255,-95.665814,2001 N TOPEKA,TOPEKA,KS,66608-1828
MC,39.043899,-95.676107,1100 KANSAS AVENUE,TOPEKA,KS,66612-1329
MC,39.015291,-95.715396,3072 SW 29TH,TOPEKA,KS,66614
